"","Cni.Cbr","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans","inheritance","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species","position","chromosome","introgression","Inheritance_sum","cis_trans_sum"
"WBGene00025590__Cni-ZK84.2",0,0,-1,"ambiguous","ambiguous",-0.994600405982304,-1.25218341966835,0.314507147801986,10641093,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025589__Cnig_chr_II.g6225",0,0,0,"conserved","no change",1.80943420692222,0.777475634089808,1.08229616223906,10643530,"II","C. nigoni background","No change","Conserved"
"WBGene00025588__Cnig_chr_II.g6226",0,0,0,"conserved","no change",0.487871116272415,0.841095905718223,-0.301583016048434,10650545,"II","C. nigoni background","No change","Conserved"
"WBGene00025587__Cnig_chr_II.g6227",0,0,0,"conserved","no change",6.13868645832977,3.71375745496693,2.46301165492459,10652168,"II","C. nigoni background","No change","Conserved"
"WBGene00025586__Cni-ins-3",0,0,0,"conserved","no change",1.76477189768877,0.54085499782603,1.25520793409477,10656678,"II","C. nigoni background","No change","Conserved"
"WBGene00025584__Cni-B0034.5",0,0,0,"conserved","no change",-0.0362336085705268,-0.620007513703483,0.651322562383283,10671340,"II","C. nigoni background","No change","Conserved"
"WBGene00025583__Cni-B0034.1",0,0,0,"conserved","no change",2.48309102903884,2.36118982536797,0.193125202992803,10673689,"II","C. nigoni background","No change","Conserved"
"WBGene00087044__Cni-B0034.7",0,0,0,"conserved","no change",0.0280013617149139,0.271701192106766,-0.191076411652701,10690116,"II","C. nigoni background","No change","Conserved"
"WBGene00025582__Cni-casy-1",-1,1,1,"C. briggsae partial trans up","overdominant",0.780793498108603,1.60000818017269,-0.764288044677071,10697412,"II","C. nigoni background","Overdominant","cis-trans"
"WBGene00025581__Cni-K05F1.8",0,-1,-1,"compensatory trans down","underdominant",-0.915721250741126,-1.2325282864824,0.365624075574769,10708784,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025578__Cni-ZK1248.5",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.522656090565514,-1.40676652748666,0.938722355842008,10714827,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025577__Cni-egl-44",0,0,0,"conserved","no change",0.473604070193272,0.46464076204534,0.0655531737870655,10717281,"II","C. nigoni background","No change","Conserved"
"WBGene00025576__Cni-vrk-1",0,0,0,"conserved","no change",-0.750311598778579,-0.188078949895864,-0.497737081402009,10736247,"II","C. nigoni background","No change","Conserved"
"WBGene00025575__Cni-ptp-2",0,-1,-1,"compensatory trans down","underdominant",-0.887740384020021,-0.775112621706974,-0.0580835621000132,10739032,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025574__Cni-frh-1",0,0,0,"conserved","no change",0.170941337294148,1.09627262148989,-0.870775591208185,10741840,"II","C. nigoni background","No change","Conserved"
"WBGene00025573__Cnig_chr_II.g6244",0,0,0,"conserved","no change",0.00354388279875123,-0.292585113430403,0.351277679377096,10742970,"II","C. nigoni background","No change","Conserved"
"WBGene00025572__Cni-vps-35",0,0,0,"conserved","no change",0.677331773736971,0.286071579081181,0.443147625631497,10748168,"II","C. nigoni background","No change","Conserved"
"WBGene00087046__Cni-tsp-18",0,0,0,"conserved","no change",-2.15645487873857,-1.46403467916144,-0.626726084538373,10752628,"II","C. nigoni background","No change","Conserved"
"WBGene00025571__Cnig_chr_II.g6248",0,0,0,"conserved","no change",0.385081218418292,0.441800299663692,-0.020327994640547,10754464,"II","C. nigoni background","No change","Conserved"
"WBGene00025570__Cni-rfip-1",0,0,0,"conserved","no change",0.420545423399453,0.095708933875747,0.376863031431332,10769230,"II","C. nigoni background","No change","Conserved"
"WBGene00025569__Cni-F55C12.6",0,0,0,"conserved","no change",-0.445865631876875,-0.743167598855799,0.352933084518292,10785299,"II","C. nigoni background","No change","Conserved"
"WBGene00025568__Cni-F55C12.5",-1,0,0,"ambiguous","ambiguous",-0.456463053339184,0.78180968302879,-1.18444529610041,10788250,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025567__Cnig_chr_II.g6254",-1,-1,0,"no effect","C. nigoni dominant",-4.39372112591333,-0.34560999540046,-4.04130869818053,10795617,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025565__Cni-F55C12.4",0,0,0,"conserved","no change",1.15464024938336,0.579869813886102,0.612738768580809,10804250,"II","C. nigoni background","No change","Conserved"
"WBGene00025564__Cni-H41C03.1",0,1,1,"compensatory trans up","overdominant",1.36829782295839,1.91866792429933,-0.499434932481643,10805846,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00025560__Cni-lec-5",-1,1,1,"C. briggsae partial trans up","overdominant",2.11093428942576,2.86074737968353,-0.69739855609397,10827629,"II","C. nigoni background","Overdominant","cis-trans"
"WBGene00025559__Cnig_chr_II.g6263",1,0,0,"ambiguous","ambiguous",0.760393142431328,-0.898976599223213,1.70640163954166,10829583,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025558__Cnig_chr_II.g6264",0,0,0,"conserved","no change",-0.767570571736169,-0.364029112624056,-0.352386835863057,10830435,"II","C. nigoni background","No change","Conserved"
"WBGene00025557__Cni-fzo-1",0,0,0,"conserved","no change",0.0846537918309815,-0.269936273759368,0.408342194730586,10832725,"II","C. nigoni background","No change","Conserved"
"WBGene00025553__Cnig_chr_II.g6266",0,0,0,"conserved","no change",-1.37452540819249,-0.71423402081875,-0.60184637380543,10835721,"II","C. nigoni background","No change","Conserved"
"WBGene00025553__Cni-col-74",-1,-1,0,"no effect","C. nigoni dominant",-2.99167527570094,0.388188302529324,-3.30665150860035,10837269,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025553__Cni-ZK1248.13",-1,-1,0,"no effect","C. nigoni dominant",-1.05161557727007,0.0119799297637467,-1.01263643813507,10838617,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025553__Cnig_chr_II.g6269",1,1,0,"no effect","C. nigoni dominant",5.84037723246685,-0.126047101595685,6.02404180464335,10840330,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025552__Cni-ZK1248.11",1,0,0,"ambiguous","ambiguous",0.961004767018847,-0.743033078513144,1.75562498556048,10841717,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025551__Cni-tbc-2",0,0,0,"conserved","no change",-0.553456965367044,-0.348423290002528,-0.153894388463869,10842797,"II","C. nigoni background","No change","Conserved"
"WBGene00025548__Cni-ehs-1",0,0,0,"conserved","no change",0.583334520894176,0.657652524449348,-0.0220654350763784,10850446,"II","C. nigoni background","No change","Conserved"
"WBGene00025546__Cni-C05C12.5",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.741705201361352,-1.30982629208491,0.625311882941733,10854341,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025545__Cni-K05F1.10",0,1,1,"compensatory trans up","overdominant",2.3042629027282,1.77499857425274,0.585667184045948,10860340,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00025544__Cnig_chr_II.g6276",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.314837733408689,-1.42557428697249,1.16684373038244,10862332,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025543__Cni-K05F1.5",0,1,0,"ambiguous","ambiguous",2.03155202210859,0.661709058775281,1.4244300363523,10865044,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270994__Cnig_chr_II.g6279",0,0,0,"conserved","no change",1.46655360838503,5.14745816147295,-3.6053034464958,10869781,"II","C. nigoni background","No change","Conserved"
"WBGene00025542__Cni-K05F1.6",0,0,0,"conserved","no change",-0.37213062164982,-0.527851860639782,0.2084886514016,10875051,"II","C. nigoni background","No change","Conserved"
"WBGene00025540__Cni-dmd-5",-1,-1,0,"no effect","C. nigoni dominant",-5.19615675427839,2.17435154340306,-7.34787455990189,10887132,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025540__Cni-ifb-1",0,1,0,"ambiguous","ambiguous",0.691891816686697,0.518620461155216,0.23152665209629,10890109,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025538__Cni-ifb-2",1,1,0,"no effect","C. nigoni dominant",0.562450819108413,0.190854397372179,0.426704397737832,10904138,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025534__Cnig_chr_II.g6288",-1,-1,0,"no effect","C. nigoni dominant",-5.80521457414809,-2.16333059797814,-3.53251153763269,10935531,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025533__Cni-C18A3.1",0,0,0,"conserved","no change",-1.83803339723005,-1.37564345313512,-0.406872295037039,10940581,"II","C. nigoni background","No change","Conserved"
"WBGene00025532__Cni-C18A3.2",1,0,0,"ambiguous","ambiguous",0.756268635045738,-0.567710301193953,1.37696634559342,10942206,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025531__Cni-C18A3.3",0,-1,-1,"compensatory trans down","underdominant",-0.975995697584887,-1.45512746186635,0.532677202344697,10943805,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025531__Cni-C18A3.10",-1,-1,0,"no effect","C. nigoni dominant",-4.54470397771923,5.88070647190038,-10.4123775784373,10945531,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025530__Cnig_chr_II.g6294",0,0,0,"conserved","no change",0.708020935228567,0.181400843756987,0.578196210636474,10946123,"II","C. nigoni background","No change","Conserved"
"WBGene00025529__Cni-osta-2",0,0,0,"conserved","no change",-0.540259064264932,-0.540047288110836,0.0555818614490516,10948657,"II","C. nigoni background","No change","Conserved"
"WBGene00025528__Cni-C25H3.10",0,0,0,"conserved","no change",-1.51867939680895,-0.214933224624765,-1.25908584550666,10964199,"II","C. nigoni background","No change","Conserved"
"WBGene00025527__Cnig_chr_II.g6299",0,0,0,"conserved","no change",-0.265053351906866,-0.682173308271729,0.469888832805164,10966125,"II","C. nigoni background","No change","Conserved"
"WBGene00025526__Cni-C25H3.4",0,0,0,"conserved","no change",0.410330011235436,0.453234160198712,0.00861472705869504,10966896,"II","C. nigoni background","No change","Conserved"
"WBGene00025525__Cni-C25H3.9",0,-1,-1,"compensatory trans down","underdominant",-0.755096508935577,-0.762316950801924,0.0634527458161651,10969089,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025522__Cni-C25H3.8",-1,-1,0,"no effect","C. nigoni dominant",-0.811049440808139,0.0534874919468148,-0.810813447731323,10977995,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025522__Cni-flp-27",-1,-1,0,"no effect","C. nigoni dominant",-4.14825099307065,0.24091042518966,-4.32278321918461,10976621,"II","C. nigoni background","Cni dominant","No change"
"WBGene00087050__Cni-C25H3.17",0,0,0,"conserved","no change",-0.796125637752532,-1.28895731913616,0.551775786146113,10987832,"II","C. nigoni background","No change","Conserved"
"WBGene00025521__Cni-C25H3.7",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.334994237621483,-0.941115287451055,1.32661237864735,10988292,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025520__Cni-C25H3.16",0,0,-1,"ambiguous","ambiguous",-0.863771009438444,-1.57293987133829,0.758725066781323,10989784,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025514__Cni-fut-3",0,0,0,"conserved","no change",-2.17351337876473,-1.91430722305992,-0.206719939330885,10997210,"II","C. nigoni background","No change","Conserved"
"WBGene00025513__Cnig_chr_II.g6312",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.3116588422572,-0.896009443319958,0.639885241546078,10999048,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025512__Cnig_chr_II.g6314",-1,-1,0,"no effect","C. nigoni dominant",-3.12577172036895,-1.83386359909245,-1.24006414381111,11003973,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025510__Cni-bli-2",-1,-1,0,"no effect","C. nigoni dominant",-5.38432953327536,-1.22566939940474,-4.00991716995541,11005269,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025510__Cni-zyg-1",0,0,0,"conserved","no change",-0.544438222810673,-0.315733575038902,-0.173680198787029,11006311,"II","C. nigoni background","No change","Conserved"
"WBGene00302970__Cnig_chr_II.g6317",0,0,0,"conserved","no change",0.37622235349811,-0.341616883642806,0.774591636181305,11008242,"II","C. nigoni background","No change","Conserved"
"WBGene00025509__Cni-sam-4",0,0,0,"conserved","no change",-0.401339721136416,-0.241472954725272,-0.107114776240237,11008558,"II","C. nigoni background","No change","Conserved"
"WBGene00025508__Cni-ddl-1",0,0,0,"conserved","no change",0.56662488930074,0.28738794209877,0.338157952010057,11009714,"II","C. nigoni background","No change","Conserved"
"WBGene00025507__Cni-F59E12.9",0,0,0,"conserved","no change",-0.269154962404364,0.548891233994472,-0.760705799745593,11010618,"II","C. nigoni background","No change","Conserved"
"WBGene00025505__Cni-C17G10.7",0,0,0,"conserved","no change",0.182668743344253,1.84636689285612,-1.61062267546851,11028168,"II","C. nigoni background","No change","Conserved"
"WBGene00025501__Cni-cdc-14",1,1,1,"C. briggsae partial trans up","overdominant",5.54873973449411,1.16535727164273,4.44242551565071,11043690,"II","C. nigoni background","Overdominant","cis-trans"
"WBGene00025498__Cnig_chr_II.g6331",1,1,0,"no effect","C. nigoni dominant",0.899658030782727,0.363551096714663,0.590074836995847,11050518,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025494__Cni-C17C3.1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.341813113126321,-1.35326199799029,1.75005838124594,11074246,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025492__Cni-ins-11",1,1,0,"no effect","C. nigoni dominant",3.16383962177029,0.958417467721741,2.24950036009992,11083809,"II","C. nigoni background","Cni dominant","No change"
"WBGene00270996__Cnig_chr_II.g6344",0,0,0,"conserved","no change",0.469207828771654,1.21684139248845,-0.68318459865801,11085865,"II","C. nigoni background","No change","Conserved"
"WBGene00025491__Cni-ins-12",1,1,0,"no effect","C. nigoni dominant",3.19731658656029,-0.513172567073455,3.76763892559926,11087290,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025490__Cnig_chr_II.g6346",0,0,0,"conserved","no change",2.17554463358165,-0.290049406771283,2.51870769092311,11092830,"II","C. nigoni background","No change","Conserved"
"WBGene00025489__Cni-F07F6.2",0,0,0,"conserved","no change",-0.980283780195985,-1.39297101926659,0.471797499981709,11094755,"II","C. nigoni background","No change","Conserved"
"WBGene00303293__Cnig_chr_II.g6348",0,-1,-1,"compensatory trans down","underdominant",-2.02633406103129,-2.14584091433711,0.174111023379847,11096072,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025488__Cnig_chr_II.g6351",0,0,0,"conserved","no change",-1.26205069024771,0.847073080795502,-2.04082834984153,11102932,"II","C. nigoni background","No change","Conserved"
"WBGene00270483__Cni-ins-38",0,1,0,"ambiguous","ambiguous",1.80414077693791,0.652514105510075,1.20546214609322,11107400,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025487__Cni-syp-1",0,0,0,"conserved","no change",-1.03068322089651,-1.10103215431873,0.125964634292348,11109943,"II","C. nigoni background","No change","Conserved"
"WBGene00025485__Cnig_chr_II.g6355",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.644225634953046,-1.3302965354209,0.740523943110532,11116672,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00087057__Cni-ZK177.9",0,0,0,"conserved","no change",1.029034099979,-0.23455883515703,1.31169038609183,11127960,"II","C. nigoni background","No change","Conserved"
"WBGene00025480__Cni-ZK177.3",1,0,0,"ambiguous","ambiguous",6.11564704187443,-0.827441389451489,6.99239066009515,11131312,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025479__Cni-ZK177.8",0,0,0,"conserved","no change",-0.00563152076324661,-0.0284412887117901,0.0766520919699173,11136700,"II","C. nigoni background","No change","Conserved"
"WBGene00270445__Cni-ZK177.4",0,0,0,"conserved","no change",-0.311778592332352,-0.673445075158073,0.416915247086813,11138972,"II","C. nigoni background","No change","Conserved"
"WBGene00025476__Cni-fzy-1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.31889407443873,-0.614185031810984,0.98971130255052,11144287,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025475__Cni-F12A10.8",0,-1,0,"ambiguous","ambiguous",-1.82905106059959,-0.992742289166314,-0.78471183702689,11146788,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00303292__Cnig_chr_II.g6368",1,0,0,"ambiguous","ambiguous",1.02734693935799,-0.154839933480911,1.23676908548587,11152900,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025470__Cni-nep-5",0,-1,-1,"compensatory trans down","underdominant",-1.59366510550889,-1.70809643460236,0.163716073320703,11154621,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025469__Cni-cal-8",0,0,0,"conserved","no change",1.32528586478056,-0.306630167431636,1.67322407101783,11164318,"II","C. nigoni background","No change","Conserved"
"WBGene00025468__Cni-F56D1.1",0,0,0,"conserved","no change",-0.555866166242992,-0.630709648269245,0.123725397295293,11165793,"II","C. nigoni background","No change","Conserved"
"WBGene00025467__Cni-F56D1.2",0,0,0,"conserved","no change",-0.41179506768573,0.0504204846294845,-0.414627526384535,11167747,"II","C. nigoni background","No change","Conserved"
"WBGene00025466__Cni-mrps-16",0,0,-1,"ambiguous","ambiguous",-0.613320866543232,-1.27481394219036,0.716611441537791,11170355,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025464__Cni-clr-1",0,0,1,"ambiguous","ambiguous",0.366758072319885,0.972306191768643,-0.553286085727442,11177211,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025463__Cni-daz-1",0,0,0,"conserved","no change",-1.6067563997162,-0.689004803159239,-0.859656688391619,11190138,"II","C. nigoni background","No change","Conserved"
"WBGene00025462__Cni-dhs-5",0,1,0,"ambiguous","ambiguous",1.81078042672027,0.8852646604464,0.973367990944361,11191693,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025461__Cni-cex-1",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.0416185268301841,7.74584972246135,-7.72944276292439,11198012,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025460__Cni-nmr-1",0,0,0,"conserved","no change",0.983227826854567,0.399235621513505,0.633331684415722,11200087,"II","C. nigoni background","No change","Conserved"
"WBGene00025459__Cnig_chr_II.g6381",0,-1,0,"ambiguous","ambiguous",-1.53785253131294,-1.14416394826848,-0.340864005321535,11205434,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025456__Cni-F07F6.4",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.0259921225170665,-0.525064376107649,0.553104055812895,11213057,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00025454__Cni-tofu-6",1,1,0,"no effect","C. nigoni dominant",1.18609558050127,-0.16608042263042,1.40516296025049,11217983,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025452__Cni-EEED8.3",0,0,0,"conserved","no change",6.61222217374083,1.4297234924235,5.23755579004463,11224184,"II","C. nigoni background","No change","Conserved"
"WBGene00025450__Cni-clec-141",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.77174339262835,-2.15672320774688,-0.562213067138128,11229081,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00025449__Cni-mog-5",0,0,0,"conserved","no change",-0.0367810371241114,0.292226751806468,-0.27713488496338,11230288,"II","C. nigoni background","No change","Conserved"
"WBGene00025448__Cni-EEED8.10",0,0,0,"conserved","no change",0.0921491492264421,0.365533508738163,-0.222555142561883,11234780,"II","C. nigoni background","No change","Conserved"
"WBGene00025446__Cni-ndx-6",0,0,0,"conserved","no change",-0.771828598246826,-0.575077371105402,-0.151990349622617,11243085,"II","C. nigoni background","No change","Conserved"
"WBGene00025445__Cni-rsp-4",0,0,0,"conserved","no change",-0.642474552421716,-0.260609018329256,-0.326704236673726,11244149,"II","C. nigoni background","No change","Conserved"
"WBGene00025444__Cni-ccpp-6",0,0,0,"conserved","no change",-0.115733564908294,1.32620211057303,-1.41135732490356,11245664,"II","C. nigoni background","No change","Conserved"
"WBGene00025443__Cni-pkc-3",0,0,0,"conserved","no change",0.057913241374933,0.611240156215192,-0.498295624025957,11252226,"II","C. nigoni background","No change","Conserved"
"WBGene00050905__Cni-prdx-2",1,1,0,"no effect","C. nigoni dominant",0.922624995369541,0.0330792460387024,0.944700574193376,11255539,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025442__Cni-algn-2",0,0,0,"conserved","no change",-0.264568462854548,-0.616586757132864,0.397364542029545,11257638,"II","C. nigoni background","No change","Conserved"
"WBGene00025441__Cni-F09E5.3",1,1,0,"no effect","C. nigoni dominant",1.33335323805349,-0.400772633492574,1.7882684391024,11259240,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025439__Cnig_chr_II.g6403",0,0,0,"conserved","no change",-0.426765563060406,-0.0782932896065189,-0.298595521999686,11261044,"II","C. nigoni background","No change","Conserved"
"WBGene00025439__Cni-F09E5.16",-1,0,0,"ambiguous","ambiguous",-0.560126173642334,1.04209866513873,-1.55240267730529,11264871,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025439__Cni-sec-6",0,0,0,"conserved","no change",-0.770539317870065,-0.206107970649073,-0.511512669983101,11267796,"II","C. nigoni background","No change","Conserved"
"WBGene00270459__Cni-bmy-1",0,0,0,"conserved","no change",-0.382295886470718,-1.18615399785593,0.861026998857801,11270132,"II","C. nigoni background","No change","Conserved"
"WBGene00025438__Cni-F09E5.11",0,0,0,"conserved","no change",-0.343945828737571,1.0333508021923,-1.31448978187798,11274140,"II","C. nigoni background","No change","Conserved"
"WBGene00025436__Cnig_chr_II.g6409",0,0,0,"conserved","no change",-0.163182343561581,0.0445885026289844,-0.152521974636488,11278144,"II","C. nigoni background","No change","Conserved"
"WBGene00270429__Cnig_chr_II.g6410",0,-1,0,"ambiguous","ambiguous",-1.79111919660044,-0.736289227674412,-1.01264682521727,11279403,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025435__Cni-F09E5.14",-1,0,0,"ambiguous","ambiguous",-0.118768633796981,1.34631216580657,-1.41736903407693,11281955,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025434__Cni-vhp-1",0,1,1,"compensatory trans up","overdominant",0.985059725231372,1.47546737874742,-0.436553313857827,11290752,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00025432__Cni-gcy-12",0,0,0,"conserved","no change",0.114726786727181,0.228603622572398,-0.0611013289270619,11312694,"II","C. nigoni background","No change","Conserved"
"WBGene00270461__Cni-ZK622.4",0,0,0,"conserved","no change",0.596881119987231,0.322557792859158,0.321724207189468,11335992,"II","C. nigoni background","No change","Conserved"
"WBGene00025431__Cni-ZK622.5",0,0,0,"conserved","no change",0.57219029410099,-0.446018267092781,1.06301816204716,11339130,"II","C. nigoni background","No change","Conserved"
"WBGene00025430__Cni-gur-5",0,0,0,"conserved","no change",-1.49186509418473,-2.4591380881985,1.01481244971116,11340582,"II","C. nigoni background","No change","Conserved"
"WBGene00025429__Cni-pmt-1",1,1,0,"no effect","C. nigoni dominant",1.0407070473366,0.181781290844664,0.913240034148444,11344455,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025428__Cni-drn-1",0,0,0,"conserved","no change",-0.138191971490527,0.236267164686703,-0.318739737516261,11355009,"II","C. nigoni background","No change","Conserved"
"WBGene00025427__Cni-frpr-4",0,0,-1,"ambiguous","ambiguous",-2.28599490761146,-4.06476572321188,1.80174927546012,11369961,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025426__Cni-ptr-6",0,0,0,"conserved","no change",0.900709478044589,1.28050127699863,-0.332113913203323,11379586,"II","C. nigoni background","No change","Conserved"
"WBGene00025424__Cni-pho-1",0,0,0,"conserved","no change",0.299919155727433,0.193395034204063,0.156940120421586,11384922,"II","C. nigoni background","No change","Conserved"
"WBGene00025423__Cni-EGAP2.1",0,0,0,"conserved","no change",1.69120896301686,1.58888998086751,0.152873500089939,11390949,"II","C. nigoni background","No change","Conserved"
"WBGene00025421__Cnig_chr_II.g6428",-1,-1,0,"no effect","C. nigoni dominant",-2.49964458494093,0.522814645142115,-2.95292157959366,11405108,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025421__Cni-dsh-1",0,0,0,"conserved","no change",0.501636984941616,0.852263665225832,-0.29224310711478,11410978,"II","C. nigoni background","No change","Conserved"
"WBGene00025419__Cni-C34F11.8",0,1,1,"compensatory trans up","overdominant",1.72441032176104,1.20785892626391,0.571993461012499,11416986,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00025418__Cni-ampd-1",0,0,0,"conserved","no change",0.122253140717496,0.135587447488029,0.0395469413932318,11418549,"II","C. nigoni background","No change","Conserved"
"WBGene00025417__Cni-C34F11.5",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.45176021686015,-1.18552668348928,-1.21151806200424,11430214,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00025415__Cnig_chr_II.g6435",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.28074672917102,-0.989648850782873,-1.23513292868548,11439233,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00087062__Cni-C27D6.12",0,0,0,"conserved","no change",0.23011079204133,1.67536472228869,-1.38497015853008,11450493,"II","C. nigoni background","No change","Conserved"
"WBGene00271000__Cnig_chr_II.g6439",0,-1,0,"ambiguous","ambiguous",-8.04312604838553,-5.40856171936508,-2.58731058241328,11453886,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025406__Cni-srb-16",0,0,0,"conserved","no change",-0.145501141812128,1.62418175339282,-1.70312829777081,11474096,"II","C. nigoni background","No change","Conserved"
"WBGene00025405__Cni-F58A6.1",1,1,0,"no effect","C. nigoni dominant",2.3115822292865,0.275203468586425,2.09349521249368,11476690,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025402__Cni-ggr-3",-1,0,0,"ambiguous","ambiguous",-0.306852323692777,2.99692063236071,-3.265130411999,11488064,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025401__Cni-F09C12.6",0,0,-1,"ambiguous","ambiguous",-1.92095137459412,-5.40578160059439,3.37386386879204,11505542,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00025400__Cni-F09C12.2",0,0,0,"conserved","no change",0.166754611668748,0.463882544695179,-0.214773666521508,11508720,"II","C. nigoni background","No change","Conserved"
"WBGene00025399__Cni-mpk-2",0,0,0,"conserved","no change",0.130751071877844,0.0111735214458625,0.168460618866377,11511708,"II","C. nigoni background","No change","Conserved"
"WBGene00025397__Cnig_chr_II.g6456",-1,-1,0,"no effect","C. nigoni dominant",-1.89408049629457,0.467469142387532,-2.30652881544169,11519523,"II","C. nigoni background","Cni dominant","No change"
"WBGene00025392__Cni-C04G6.4",0,0,0,"conserved","no change",-0.729818145182414,-0.310562086636502,-0.371846612411964,11536334,"II","C. nigoni background","No change","Conserved"
"WBGene00025391__Cni-dsh-2",0,0,0,"conserved","no change",-1.05434711157217,-0.71249643441839,-0.287536877417859,11538863,"II","C. nigoni background","No change","Conserved"
"WBGene00025388__Cnig_chr_II.g6466",0,-1,-1,"compensatory trans down","underdominant",-0.675743349677921,-0.791982918400505,0.173451485387175,11554231,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00025387__Cni-B0034.4",0,0,0,"conserved","no change",-1.38902420653331,-1.72591941110773,0.393742899747028,11557044,"II","C. nigoni background","No change","Conserved"
"WBGene00025385__Cni-smc-5",0,0,0,"conserved","no change",0.0198903532760223,-0.297283878131676,0.374726254682933,11565395,"II","C. nigoni background","No change","Conserved"
