"","Cni.Cbr","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans","inheritance","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species","position","chromosome","introgression","Inheritance_sum","cis_trans_sum"
"WBGene00039620__Cni-F08G2.8",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.393855365979501,4.62707848270954,-4.24647269154891,12103591,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00039621__Cni-F08G2.7",0,0,0,"conserved","no change",0.378626387934329,0.396220376158095,-0.0292898424366731,12111798,"II","C. nigoni background","No change","Conserved"
"WBGene00039622__Cni-F08G2.4",0,0,0,"conserved","no change",1.63992853245765,1.77738906472591,-0.142624055942032,12114563,"II","C. nigoni background","No change","Conserved"
"WBGene00039623__Cni-ZK131.11",-1,-1,0,"no effect","C. nigoni dominant",-1.16596201770247,-0.358347853917627,-0.819093969990659,12117410,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039625__Cnig_chr_II.g6627",0,0,0,"conserved","no change",-0.0533521238172464,0.113706727936602,-0.178588372261693,12151581,"II","C. nigoni background","No change","Conserved"
"WBGene00039626__Cni-arrd-14",0,0,0,"conserved","no change",0.110863719212343,-0.336021315435747,0.437531180934159,12154656,"II","C. nigoni background","No change","Conserved"
"WBGene00039627__Cnig_chr_II.g6629",0,0,0,"conserved","no change",-0.133105654921386,-0.333124240515078,0.192765741096134,12158263,"II","C. nigoni background","No change","Conserved"
"WBGene00039628__Cni-mig-14",1,0,0,"ambiguous","ambiguous",0.787559597136167,-0.284786595323439,1.06118012524937,12168541,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039629__Cnig_chr_II.g6634",0,0,0,"conserved","no change",-1.32319728091545,-0.963691603776565,-0.369842780549491,12172424,"II","C. nigoni background","No change","Conserved"
"WBGene00039630__Cnig_chr_II.g6635",0,-1,-1,"compensatory trans down","underdominant",-1.16707638525368,-1.36265272442746,0.183565407790267,12173987,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039630__Cnig_chr_II.g6636",-1,-1,0,"no effect","C. nigoni dominant",-2.42940926677285,-1.11589264085483,-1.32436640955155,12177967,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039631__Cni-Y54G9A.9",0,0,0,"conserved","no change",0.860081086265424,0.830700322582969,0.016486749464572,12180699,"II","C. nigoni background","No change","Conserved"
"WBGene00039632__Cni-bub-3",0,0,0,"conserved","no change",-0.512600706685134,-0.286060701820764,-0.238573761328181,12181352,"II","C. nigoni background","No change","Conserved"
"WBGene00039634__Cni-Y54G9A.7",0,0,0,"conserved","no change",-0.00857358704953518,-0.178177322919611,0.158844379837653,12182953,"II","C. nigoni background","No change","Conserved"
"WBGene00039659__Cni-Y54G9A.4",0,0,0,"conserved","no change",0.653545919789525,0.187513461213764,0.45714784139653,12190060,"II","C. nigoni background","No change","Conserved"
"WBGene00039663__Cni-C31C9.2",1,1,-1,"C. briggsae partial trans down","additive down",2.49364115097539,-1.84967350550104,4.33286808548739,12231169,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039666__Cni-Y39G8B.2",0,0,0,"conserved","no change",-0.332165939828116,0.864828209336335,-1.21437099686125,12236161,"II","C. nigoni background","No change","Conserved"
"WBGene00039667__Cni-Y39G8B.1",1,1,-1,"C. briggsae partial trans down","additive down",0.785155119956347,-0.679755932243324,1.45606393547317,12244656,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039669__Cni-W07G1.7",0,-1,-1,"compensatory trans down","underdominant",-4.75287989414948,-4.98066920690783,0.218567193628987,12250461,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039670__Cni-W07G1.5",0,0,0,"conserved","no change",0.961135087608165,0.412642394304799,0.543357437221172,12256128,"II","C. nigoni background","No change","Conserved"
"WBGene00039671__Cnig_chr_II.g6655",-1,-1,0,"no effect","C. nigoni dominant",-2.6606533185504,-0.56777045917937,-2.10534066777646,12261664,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039673__Cni-W07G1.1",0,0,1,"ambiguous","ambiguous",1.90872070157654,4.81619407944702,-2.914721192199,12271567,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039674__Cni-hot-3",0,0,0,"conserved","no change",1.55960335465847,2.17760256031158,-0.622826740502082,12280847,"II","C. nigoni background","No change","Conserved"
"WBGene00039678__Cni-clec-146",0,1,1,"compensatory trans up","overdominant",2.27157262711388,1.58865799364621,0.672511029042151,12303599,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00039681__Cnig_chr_II.g6668",0,0,0,"conserved","no change",4.01105064185375,-0.0697255580763021,4.0647434909731,12307976,"II","C. nigoni background","No change","Conserved"
"WBGene00039682__Cni-lin-38",0,0,1,"ambiguous","ambiguous",0.484311331762728,0.8436848013178,-0.370289956595865,12311464,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039683__Cni-mrpl-37",0,0,0,"conserved","no change",0.206058351589997,-0.290926147903679,0.487772688794635,12314763,"II","C. nigoni background","No change","Conserved"
"WBGene00039684__Cnig_chr_II.g6671",-1,-1,0,"no effect","C. nigoni dominant",-2.21567655477291,0.36324826310645,-2.5844765743965,12316788,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039684__Cni-Y48E1B.3",0,0,0,"conserved","no change",0.564263196766042,0.28588416925626,0.267323177805975,12317732,"II","C. nigoni background","No change","Conserved"
"WBGene00039686__Cni-ddl-2",0,0,0,"conserved","no change",-0.0459190747633001,0.327333907774266,-0.382273474773367,12321481,"II","C. nigoni background","No change","Conserved"
"WBGene00303001__Cnig_chr_II.g6674",0,0,0,"conserved","no change",0.502695698219932,-0.379445069715257,0.869452898662664,12324190,"II","C. nigoni background","No change","Conserved"
"WBGene00039687__Cni-Y48E1B.2",0,0,0,"conserved","no change",0.746124421281082,0.520012182232892,0.215630547659653,12324998,"II","C. nigoni background","No change","Conserved"
"WBGene00039688__Cni-snx-14",0,0,0,"conserved","no change",0.464736658135985,0.242873175001282,0.209532442250632,12328580,"II","C. nigoni background","No change","Conserved"
"WBGene00270440__Cnig_chr_II.g6677",-1,-1,-1,"C. briggsae partial trans down","underdominant",-3.67892886103325,-1.94969772821809,-1.74068674828044,12332653,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00039691__Cni-nep-17",0,1,0,"ambiguous","ambiguous",0.495804020503285,0.427489948701086,0.0571611497975981,12339114,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039693__Cni-F45H10.5",0,0,0,"conserved","no change",-0.0305350542525366,1.01308207181763,-1.0611217362451,12350445,"II","C. nigoni background","No change","Conserved"
"WBGene00039694__Cni-drr-1",1,1,0,"no effect","C. nigoni dominant",1.15466357011579,-0.185779929372292,1.32981390031571,12357920,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039695__Cni-F45H10.3",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.469240781834484,-1.0937022489497,0.614607479751278,12359250,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00039697__Cni-alh-7",0,0,-1,"ambiguous","ambiguous",-0.370418919357106,-0.709531534990856,0.33057554358117,12360565,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039699__Cni-E01G4.3",0,0,-1,"ambiguous","ambiguous",-0.479981020085521,-0.9970637249237,0.508516964815564,12380443,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039700__Cni-pqn-27",0,0,0,"conserved","no change",0.134644720158064,-0.0154146536165057,0.139071422317588,12382386,"II","C. nigoni background","No change","Conserved"
"WBGene00039701__Cni-tbc-14",0,1,1,"compensatory trans up","overdominant",0.819559951936,0.946998991843782,-0.13848866020108,12387622,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00039702__Cni-Y48E1C.4",1,0,0,"ambiguous","ambiguous",1.05076845403146,-0.679320469047069,1.71904410092042,12390907,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039703__Cni-Y48E1C.2",0,0,0,"conserved","no change",0.708710627364757,-0.0495041622577082,0.746838145474857,12391855,"II","C. nigoni background","No change","Conserved"
"WBGene00039704__Cni-Y48E1C.1",-1,-1,0,"no effect","C. nigoni dominant",-2.61444913927605,-0.295315908945069,-2.3322807932129,12397321,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039705__Cni-Y48C3A.18",0,0,0,"conserved","no change",1.16006216286542,0.533468351372552,0.614725495287548,12399626,"II","C. nigoni background","No change","Conserved"
"WBGene00039706__Cnig_chr_II.g6697",0,0,0,"conserved","no change",0.287486510425611,0.467695850203247,-0.186253507889192,12401869,"II","C. nigoni background","No change","Conserved"
"WBGene00039707__Cnig_chr_II.g6698",1,1,0,"no effect","C. nigoni dominant",1.67913149724795,0.195049973017302,1.47331872560111,12404467,"II","C. nigoni background","Cni dominant","No change"
"WBGene00271676__Cni-Y48C3A.14",0,1,0,"ambiguous","ambiguous",0.911003628564254,0.58198393938435,0.31747568403886,12405035,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039714__Cni-dmsr-3",0,0,0,"conserved","no change",0.746422722088601,1.77414526017378,-1.03879909304427,12426806,"II","C. nigoni background","No change","Conserved"
"WBGene00039715__Cni-mrpl-20",0,-1,-1,"compensatory trans down","underdominant",-1.89636458292045,-1.78388575041825,-0.121694058174501,12431402,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039716__Cni-sam-10",-1,-1,0,"no effect","C. nigoni dominant",-1.72202453736264,0.375537266956756,-2.11002185755035,12436014,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039717__Cni-mac-1",0,0,0,"conserved","no change",0.255344301832181,0.00632564347159169,0.238847752282105,12439750,"II","C. nigoni background","No change","Conserved"
"WBGene00087090__Cnig_chr_II.g6706",0,0,0,"conserved","no change",-0.442818541664234,0.587139987819509,-1.04224962874694,12445642,"II","C. nigoni background","No change","Conserved"
"WBGene00039720__Cni-Y48C3A.3",0,0,0,"conserved","no change",-0.0970125787558863,-0.0495504519167575,-0.0580005385750218,12459335,"II","C. nigoni background","No change","Conserved"
"WBGene00039721__Cni-Y48C3A.5",0,-1,-1,"compensatory trans down","underdominant",-1.96814289065043,-1.6989139063578,-0.285088630169762,12468740,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039721__Cni-ztf-22",0,1,0,"ambiguous","ambiguous",1.20305641198012,0.593600803359627,0.598501274227101,12485811,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039721__Cnig_chr_II.g6714",-1,-1,0,"no effect","C. nigoni dominant",-2.03663664729466,1.26047780172724,-3.31004340815916,12489351,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039723__Cnig_chr_II.g6715",0,0,1,"ambiguous","ambiguous",0.246221429563646,0.749771206747859,-0.515159813161963,12508539,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039724__Cnig_chr_II.g6716",0,-1,0,"ambiguous","ambiguous",-0.794253735984084,-0.350537019594372,-0.453136096092426,12512127,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039725__Cnig_chr_II.g6717",0,0,0,"conserved","no change",-0.324504717501335,0.883684881055677,-1.21900100470166,12513832,"II","C. nigoni background","No change","Conserved"
"WBGene00039730__Cni-Y39G8B.9",0,0,0,"conserved","no change",-0.365478528216007,0.0954485608762974,-0.470405122845243,12529466,"II","C. nigoni background","No change","Conserved"
"WBGene00039731__Cnig_chr_II.g6722",0,0,0,"conserved","no change",0.160570387026359,0.786232084560102,-0.634932639842936,12534115,"II","C. nigoni background","No change","Conserved"
"WBGene00039732__Cni-F01D5.3",0,0,0,"conserved","no change",0.435006865916602,0.369038547635897,0.0561249396244678,12534965,"II","C. nigoni background","No change","Conserved"
"WBGene00039734__Cnig_chr_II.g6726",1,1,0,"no effect","C. nigoni dominant",5.63946180117098,0.325829952309802,5.31142039128946,12543696,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039736__Cnig_chr_II.g6728",0,0,0,"conserved","no change",-0.0780576390974081,2.84557372906432,-2.93462078173712,12550471,"II","C. nigoni background","No change","Conserved"
"WBGene00039738__Cnig_chr_II.g6730",1,0,0,"ambiguous","ambiguous",2.3142409919747,-1.04772583883111,3.34902712806732,12554493,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270432__Cni-F01D5.5",0,0,1,"ambiguous","ambiguous",0.781487289637561,3.34863386452711,-2.57629244116913,12559673,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039741__Cnig_chr_II.g6734",1,0,0,"ambiguous","ambiguous",4.18079141515578,-2.59652011230995,6.78194581455643,12565823,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039743__Cni-cyp-37A1",-1,0,0,"ambiguous","ambiguous",-0.678310175185998,0.722525908390368,-1.41553985393492,12571892,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039745__Cnig_chr_II.g6738",1,1,-1,"C. briggsae partial trans down","additive down",1.691899086833,-1.57921123575069,3.25800841104768,12584717,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039746__Cni-daf-5",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.0345518217590186,1.34653560735514,-1.39527641362715,12587837,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00039747__Cni-rpb-11",0,0,0,"conserved","no change",0.0528265771123877,-0.218815799399814,0.259499977462914,12618319,"II","C. nigoni background","No change","Conserved"
"WBGene00039748__Cni-W01G7.4",1,0,0,"ambiguous","ambiguous",0.22782803574757,-0.735635122431693,0.952830584096653,12618930,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039749__Cni-lem-2",0,1,1,"compensatory trans up","overdominant",0.7165952193542,0.978922196678775,-0.27338749737626,12621079,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00039750__Cni-xrn-1",0,0,0,"conserved","no change",0.0775668520486562,0.161406728204046,-0.0955710645120138,12624688,"II","C. nigoni background","No change","Conserved"
"WBGene00039756__Cni-gur-4",0,0,0,"conserved","no change",1.76324224142194,0.175695260596968,1.56260148583592,12652461,"II","C. nigoni background","No change","Conserved"
"WBGene00039757__Cni-cpg-7",0,1,0,"ambiguous","ambiguous",0.778415489972288,0.445412788623265,0.321391226136891,12655830,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039758__Cni-K09E4.4",0,0,0,"conserved","no change",0.112290580080898,0.116856782558951,-0.0128618032844909,12663352,"II","C. nigoni background","No change","Conserved"
"WBGene00039759__Cnig_chr_II.g6753",1,1,-1,"C. briggsae partial trans down","additive down",9.61215946823683,-0.819919354483717,10.4271719109419,12675142,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039760__Cnig_chr_II.g6754",0,0,0,"conserved","no change",0.809645555111409,-0.462607115270727,1.26365362714651,12676066,"II","C. nigoni background","No change","Conserved"
"WBGene00039763__Cni-mex-1",0,0,0,"conserved","no change",-1.00402607978625,1.12255426993244,-2.1355800899409,12805709,"II","C. nigoni background","No change","Conserved"
"WBGene00039764__Cni-rab-7",1,1,0,"no effect","C. nigoni dominant",2.94690557096084,0.624645312571505,2.31454971738577,12810605,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039768__Cnig_chr_II.g6800",0,-1,-1,"compensatory trans down","underdominant",-1.09240779956955,-1.82695044579346,0.723966936278742,12827823,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039769__Cni-madf-5",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.507617470444577,-1.10064827470664,0.581252659807728,12843676,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00039770__Cni-W03C9.8",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.413641482333559,-1.67383906890451,1.24820586698626,12846819,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00039773__Cni-mog-4",0,0,0,"conserved","no change",-0.375514223774694,-0.0434451043035872,-0.34481756746765,12853180,"II","C. nigoni background","No change","Conserved"
"WBGene00271717__Cnig_chr_II.g6806",0,-1,0,"ambiguous","ambiguous",-1.3160686042858,-1.32074804487229,-0.00348186447930902,12863423,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039776__Cnig_chr_II.g6908",0,1,0,"ambiguous","ambiguous",2.08975503141411,0.676580869652596,1.39698894776122,13327978,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039777__Cni-nlp-41",0,0,0,"conserved","no change",-0.407853851050077,0.631497821735322,-1.04583774219367,12875828,"II","C. nigoni background","No change","Conserved"
"WBGene00039779__Cni-gcy-29",0,0,0,"conserved","no change",1.72258681845941,-1.36511589797084,3.07929803930017,12879847,"II","C. nigoni background","No change","Conserved"
"WBGene00039780__Cnig_chr_II.g6813",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.22173876434831,-0.738202631597588,-1.49529701755014,12895416,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00270453__Cni-Y54G9A.5",0,0,0,"conserved","no change",0.980960389534356,0.0499398159956792,0.921865672463698,12901253,"II","C. nigoni background","No change","Conserved"
"WBGene00039781__Cnig_chr_II.g6815",0,0,0,"conserved","no change",-0.938765290454418,-0.0225378140897498,-0.929087294676754,12902613,"II","C. nigoni background","No change","Conserved"
"WBGene00039782__Cni-spat-1",0,0,0,"conserved","no change",-0.143506503304003,-0.547573697319658,0.39505333395119,12904215,"II","C. nigoni background","No change","Conserved"
"WBGene00039785__Cnig_chr_II.g6820",0,-1,-1,"compensatory trans down","underdominant",-1.96812063097748,-2.25385122931015,0.275465575049977,12913573,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039786__Cnig_chr_II.g6821",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.08526789164164,-1.28985625035988,-0.805125795984046,12915281,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00039787__Cnig_chr_II.g6822",-1,-1,0,"no effect","C. nigoni dominant",-6.9781634558172,-1.19230115146693,-5.80146770084911,12920253,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039789__Cni-rbm-28",0,1,1,"compensatory trans up","overdominant",1.02272511963746,1.08467251332276,-0.0724670072463337,12925140,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00039790__Cnig_chr_II.g6825",-1,0,0,"ambiguous","ambiguous",-0.0481305391058184,0.544416641970857,-0.602383417814321,12928337,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039791__Cni-R05H10.3",0,0,0,"conserved","no change",-0.319472343025406,0.648453758124493,-0.98063033666061,12929511,"II","C. nigoni background","No change","Conserved"
"WBGene00039792__Cnig_chr_II.g6827",0,0,0,"conserved","no change",-1.02875403757924,-0.820148327392567,-0.218255662428445,12955860,"II","C. nigoni background","No change","Conserved"
"WBGene00039794__Cni-pde-3",-1,0,0,"ambiguous","ambiguous",-0.575544060194774,0.581295718273112,-1.16467201472188,12973499,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039794__Cnig_chr_II.g6833",-1,-1,1,"C. briggsae partial trans up","additive up",-2.06938362157074,2.20187389968204,-4.27581150293139,12999023,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039799__Cnig_chr_II.g6835",1,1,-1,"C. briggsae partial trans down","additive down",10.5877217287723,-2.76514665196429,13.3386514812219,13024443,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039801__Cni-Y53F4B.1",0,0,0,"conserved","no change",0.567596736201071,-1.66134437544917,2.20783504135945,13029059,"II","C. nigoni background","No change","Conserved"
"WBGene00039802__Cni-elo-9",0,0,0,"conserved","no change",-0.750033428753448,-1.58111245076073,0.822170803353321,13040533,"II","C. nigoni background","No change","Conserved"
"WBGene00039803__Cni-Y53F4B.3",0,0,0,"conserved","no change",0.972116823101702,0.749085125354542,0.213927395787975,13045276,"II","C. nigoni background","No change","Conserved"
"WBGene00039804__Cni-nsun-5",1,1,1,"C. briggsae partial trans up","overdominant",2.22817126094692,0.879300522150615,1.33617847593012,13047022,"II","C. nigoni background","Overdominant","cis-trans"
"WBGene00039805__Cni-xrn-2",0,0,0,"conserved","no change",-0.529081018701936,0.0168159200904358,-0.554716040677829,13050675,"II","C. nigoni background","No change","Conserved"
"WBGene00039806__Cni-rpl-43",1,1,0,"no effect","C. nigoni dominant",0.64370978881179,-0.376011216366327,1.00974759372668,13054546,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039807__Cni-Y48B6A.1",1,1,0,"no effect","C. nigoni dominant",0.865080753832096,0.0488292474772518,0.806680831828878,13055730,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039808__Cni-Y53F4B.18",0,-1,-1,"compensatory trans down","underdominant",-0.672584867770043,-0.721190754530666,0.0386566161718962,13058896,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039809__Cni-Y53F4B.20",0,0,0,"conserved","no change",-0.57388346552173,0.311736212129464,-0.900291483004042,13083785,"II","C. nigoni background","No change","Conserved"
"WBGene00039810__Cni-Y53F4B.13",1,1,0,"no effect","C. nigoni dominant",1.4991187683244,0.201636262989345,1.28579872621329,13080040,"II","C. nigoni background","Cni dominant","No change"
"WBGene00039812__Cni-Y53F4B.14",1,0,0,"ambiguous","ambiguous",1.63158253254414,-0.502624072019155,2.12214304224036,13079477,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039813__Cni-asc-1",0,0,0,"conserved","no change",-0.319699349534128,0.137469588506389,-0.467501450002055,13076427,"II","C. nigoni background","No change","Conserved"
"WBGene00039814__Cni-Y53F4B.39",0,0,-1,"ambiguous","ambiguous",-0.614525676193162,-0.759547406007908,0.134933983366249,13075413,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039815__Cni-Y53F4B.21",0,0,0,"conserved","no change",-0.67028181385417,0.298934419080895,-0.984979886237407,13066971,"II","C. nigoni background","No change","Conserved"
"WBGene00039817__Cni-nos-1",0,0,0,"conserved","no change",0.352430019983392,0.323137722385694,0.0361649169984588,13095389,"II","C. nigoni background","No change","Conserved"
"WBGene00039818__Cni-Y57A10A.14",1,1,-1,"C. briggsae partial trans down","additive down",3.88787181481521,-1.16358466763482,5.03969532890368,13127730,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039819__Cni-Y57A10A.13",0,0,0,"conserved","no change",0.265171913931359,0.136174859252742,0.119129547250074,13123268,"II","C. nigoni background","No change","Conserved"
"WBGene00039820__Cni-rol-1",0,0,0,"conserved","no change",0.106060169323652,1.95036392224253,-1.85359337814211,13120213,"II","C. nigoni background","No change","Conserved"
"WBGene00039821__Cnig_chr_II.g6867",0,0,0,"conserved","no change",0.416337901996908,0.212521598743755,0.192468017204011,13144424,"II","C. nigoni background","No change","Conserved"
"WBGene00039823__Cni-aqp-12",0,0,0,"conserved","no change",1.64434211516335,2.45111291201406,-0.815514106610564,13146639,"II","C. nigoni background","No change","Conserved"
"WBGene00039824__Cni-pqn-87",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.135066036388797,1.31824280497761,-1.19393206033734,13148435,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00039825__Cni-rsr-2",0,0,0,"conserved","no change",0.52382701068411,0.229133146238153,0.284445018993107,13156270,"II","C. nigoni background","No change","Conserved"
"WBGene00039826__Cni-sinh-1",0,1,0,"ambiguous","ambiguous",1.10317447394373,0.546382934251131,0.545503691656914,13158010,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039827__Cni-Y57A10A.23",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.234324836140148,-1.40761107587519,1.1648322587035,13164082,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00087097__Cni-C50E10.1",-1,-1,-1,"C. briggsae partial trans down","underdominant",-3.24100697497874,-1.38840811999679,-1.86270082165493,13172756,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00087097__Cnig_chr_II.g6876",-1,-1,1,"C. briggsae partial trans up","additive up",-3.30920287031272,0.91820575477263,-4.24121887508901,13174841,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039830__Cni-Y57A10A.29",0,-1,-1,"compensatory trans down","underdominant",-1.92967232604331,-1.67733688567932,-0.261918586768141,13181443,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039831__Cni-Y57A10A.28",0,0,0,"conserved","no change",-0.390242413430864,-0.421115091629477,0.0185652452453263,13182138,"II","C. nigoni background","No change","Conserved"
"WBGene00039832__Cni-Y57A10A.27",0,0,0,"conserved","no change",0.400665311056462,0.290525123926777,0.100152544450933,13186688,"II","C. nigoni background","No change","Conserved"
"WBGene00039835__Cnig_chr_II.g6881",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.337167638482109,2.17094362550071,-2.51965365492219,13195762,"II","C. nigoni background","Cbr dominant","trans-only"
"WBGene00039835__Cni-Y57A10A.10",0,1,1,"compensatory trans up","overdominant",0.751261451535199,0.746759826498775,-0.00447052325502205,13201303,"II","C. nigoni background","Overdominant","Compensatory"
"WBGene00039836__Cni-parn-2",0,0,0,"conserved","no change",-0.530072484815959,0.362413366026557,-0.897466964326006,13203197,"II","C. nigoni background","No change","Conserved"
"WBGene00039839__Cni-marc-5",0,0,0,"conserved","no change",-0.275787598949592,0.95618768212301,-1.24241032307932,13235069,"II","C. nigoni background","No change","Conserved"
"WBGene00039840__Cni-ras-1",0,0,0,"conserved","no change",-0.864107296518849,-0.47735038624212,-0.393286246340413,13252773,"II","C. nigoni background","No change","Conserved"
"WBGene00039850__Cni-tag-280",0,0,0,"conserved","no change",-1.08220112414333,-1.3760138110475,0.279549150520014,13311677,"II","C. nigoni background","No change","Conserved"
"WBGene00039851__Cni-tag-281",0,0,0,"conserved","no change",-0.312011709770332,-1.44645736987882,1.12299190259916,13312943,"II","C. nigoni background","No change","Conserved"
"WBGene00039861__Cni-daf-22",0,0,0,"conserved","no change",-0.66740554373887,-0.639187746322946,-0.0372620497366241,13405229,"II","C. nigoni background","No change","Conserved"
"WBGene00087100__Cnig_chr_II.g6930",0,0,0,"conserved","no change",1.95505175084727,1.09109347892492,0.853520597198673,13444868,"II","C. nigoni background","No change","Conserved"
"WBGene00087101__Cnig_chr_II.g6931",0,0,0,"conserved","no change",-0.858506831982768,0.656021453428386,-1.52340894054273,13446778,"II","C. nigoni background","No change","Conserved"
"WBGene00039867__Cni-Y57A10B.7",0,-1,-1,"compensatory trans down","underdominant",-1.52584831306699,-0.961600650080278,-0.57420125050438,13451163,"II","C. nigoni background","Underdominant","Compensatory"
"WBGene00039868__Cnig_chr_II.g6934",0,0,0,"conserved","no change",0.508282658845672,-0.0862661339855324,0.578458120060928,13456775,"II","C. nigoni background","No change","Conserved"
"WBGene00039884__Cni-F15A4.6",-1,-1,-1,"C. briggsae partial trans down","underdominant",-1.65480135875037,-0.981114190508081,-0.685211254597576,13511342,"II","C. nigoni background","Underdominant","cis-trans"
"WBGene00270494__Cnig_chr_II.g6948",0,-1,0,"ambiguous","ambiguous",-2.65555849568754,-2.45278842352182,-0.207888121120097,13514206,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039888__Cnig_chr_II.g6755",1,0,0,"ambiguous","ambiguous",0.87260240610713,-0.460865577032467,1.32257119704969,12678070,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00039889__Cni-cacn-1",0,0,0,"conserved","no change",-0.384326764243436,0.0529656015523018,-0.448977165012864,12683634,"II","C. nigoni background","No change","Conserved"
"WBGene00039889__Cnig_chr_II.g6757",1,1,-1,"C. briggsae partial trans down","additive down",0.933283107725181,-2.12478709881863,3.04763522502743,12685380,"II","C. nigoni background","Additive","cis-trans"
"WBGene00039889__Cnig_chr_II.g6758",-1,-1,0,"no effect","C. nigoni dominant",-1.50831873371062,-0.299533564595425,-1.21792001567385,12686590,"II","C. nigoni background","Cni dominant","No change"
