"","Cni.Cbr.x","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans.x","inheritance.x","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species.x","position.x","chromosome.x","introgression.x","Inheritance_sum.x","cis_trans_sum.x","Cni.Cbr.y","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans.y","inheritance.y","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species.y","position.y","chromosome.y","introgression.y","Inheritance_sum.y","cis_trans_sum.y"
"WBGene00028736__Cni-ifc-1",0,0,0,"conserved","no change",1.05877387559451,0.137519215234876,0.977962164257687,7859048,"V","C. nigoni background","No change","Conserved",0,1,1,"compensatory trans up","overdominant",1.9662730507204,0.979573913698252,0.977962164257687,7859048,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00028760__Cni-C17E7.4",-1,0,0,"ambiguous","ambiguous",-0.885241840890684,0.185424950526246,-1.02074872462295,7937312,"V","C. nigoni background","Ambiguous","Ambiguous",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.263677764961849,1.27046223079183,-1.02074872462295,7937312,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00028763__Cnig_chr_V.g18379",0,0,0,"conserved","no change",-0.848565764221486,-1.45779737725635,0.665738260032221,7945785,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.249939995497463,-0.427168593782881,0.665738260032221,7945785,"V","C. nigoni background","No change","Conserved"
"WBGene00028767__Cnig_chr_V.g18385",0,0,0,"conserved","no change",3.50550664252962,1.19152261655748,2.38438927205818,7981162,"V","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",4.13168219915518,1.78504202683194,2.38438927205818,7981162,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028810__Cnig_chr_V.g18414",0,0,0,"conserved","no change",-0.213574263889119,-0.429672875537559,0.271719345949117,8093723,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.112542500781542,-0.168861808723618,0.271719345949117,8093723,"V","C. nigoni background","No change","Conserved"
"WBGene00028821__Cnig_chr_V.g18424",0,0,0,"conserved","no change",0.243350446510035,-0.469688703926599,0.763923567767529,8142620,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.33246070280905,-0.442140947304484,0.763923567767529,8142620,"V","C. nigoni background","No change","Conserved"
"WBGene00028822__Cnig_chr_V.g18425",1,0,0,"ambiguous","ambiguous",0.17705266851979,-1.00324492379268,1.2352086262456,8143324,"V","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.146045126302097,-1.39191736173337,1.2352086262456,8143324,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00028823__Cni-chil-14",0,0,0,"conserved","no change",1.48822410205806,-0.925104151519801,2.46568723617037,8144073,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",2.05268282368147,-0.421514443340435,2.46568723617037,8144073,"V","C. nigoni background","No change","Conserved"
"WBGene00028824__Cni-hacd-1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.113787879591313,-1.79586466083127,1.96003800114511,8147323,"V","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.438016519342184,-1.53568882651858,1.96003800114511,8147323,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00028826__Cnig_chr_V.g18429",0,0,0,"conserved","no change",-0.9172381773269,-2.53941130133733,1.68940537294793,8151803,"V","C. nigoni background","No change","Conserved",0,0,-1,"ambiguous","ambiguous",-0.939431380539359,-2.63543610643528,1.68940537294793,8151803,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028828__Cni-tag-304",0,0,0,"conserved","no change",1.0720170072349,0.935203297697473,0.188678417091755,8158224,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.500659984043464,0.29842654112704,0.188678417091755,8158224,"V","C. nigoni background","No change","Conserved"
"WBGene00028829__Cnig_chr_V.g18434",1,1,1,"C. briggsae partial trans up","overdominant",1.91049603332138,1.05218597770037,0.911306958858742,8165631,"V","C. nigoni background","Overdominant","cis-trans",1,1,1,"C. briggsae partial trans up","overdominant",1.58879942662117,0.666569139898717,0.911306958858742,8165631,"V","C. nigoni background","Overdominant","cis-trans"
"WBGene00028832__Cni-C38C3.4",0,0,0,"conserved","no change",0.4314744470555,1.2657992088126,-0.783268023252343,8171791,"V","C. nigoni background","No change","Conserved",0,0,1,"ambiguous","ambiguous",0.743083153623616,1.51857440972209,-0.783268023252343,8171791,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028835__Cnig_chr_V.g18439",0,0,0,"conserved","no change",-0.34206822528646,0.395712474744351,-0.698209206775494,8188839,"V","C. nigoni background","No change","Conserved",0,-1,-1,"compensatory trans down","underdominant",-6.86116038854838,-6.17480968076866,-0.698209206775494,8188839,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028837__Cnig_chr_V.g18446",0,0,0,"conserved","no change",-0.0383678588699789,0.790868717408809,-0.749362864434155,8208811,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.321926192574225,1.07600014439617,-0.749362864434155,8208811,"V","C. nigoni background","No change","Conserved"
"WBGene00028840__Cnig_chr_V.g18449",-1,0,0,"ambiguous","ambiguous",-1.05292405327769,1.57888190831654,-2.5849458599368,8222403,"V","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-1.44432371224528,1.13034587125268,-2.5849458599368,8222403,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028841__Cni-F52F10.2",0,0,0,"conserved","no change",-0.367804618481193,-1.70614165120806,1.3935302146176,8227894,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.54178151226937,0.134605557850977,1.3935302146176,8227894,"V","C. nigoni background","No change","Conserved"
"WBGene00028843__Cnig_chr_V.g18453",0,0,0,"conserved","no change",-1.29774958717099,-0.463575748817623,-0.780594762107099,8257566,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.11451146556709,0.656580082350898,-0.780594762107099,8257566,"V","C. nigoni background","No change","Conserved"
"WBGene00028844__Cnig_chr_V.g18454",0,0,0,"conserved","no change",0.237580671145051,1.03838976021949,-0.72957709514017,8260839,"V","C. nigoni background","No change","Conserved",0,-1,0,"ambiguous","ambiguous",-4.91581504930004,-4.23447354773047,-0.72957709514017,8260839,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028847__Cni-F16B4.4",0,0,0,"conserved","no change",0.0273235011956133,0.0805478606042692,0.00283739867364182,8267725,"V","C. nigoni background","No change","Conserved",0,1,1,"compensatory trans up","overdominant",1.06503213081617,1.05177186116395,0.00283739867364182,8267725,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00028863__Cnig_chr_V.g18463",0,0,0,"conserved","no change",2.74007741355206,0.521013414262207,2.26025480987704,8280663,"V","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",2.6048185259298,0.332437547264464,2.26025480987704,8280663,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028864__Cnig_chr_V.g18465",0,0,0,"conserved","no change",-0.236154241794802,-0.273558599649377,0.0609499113572866,8287837,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.793568423849498,-0.874399283409764,0.0609499113572866,8287837,"V","C. nigoni background","No change","Conserved"
"WBGene00028865__Cni-acr-17",-1,-1,0,"no effect","C. nigoni dominant",-3.30266987487324,1.25204117206334,-4.48294650566481,8289766,"V","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-4.63922752927936,-0.187964478833728,-4.48294650566481,8289766,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028866__Cni-F53E10.6",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.84277131222564,-2.18609100912788,1.39542317541773,8298099,"V","C. nigoni background","Cbr dominant","trans-only",1,0,0,"ambiguous","ambiguous",0.688182417916897,-0.716392228826541,1.39542317541773,8298099,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028867__Cni-irg-3",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.585989000583972,3.39804393612936,-2.76394256225201,8299654,"V","C. nigoni background","Cbr dominant","trans-only",-1,-1,0,"no effect","C. nigoni dominant",-1.45130450233282,1.29980401733525,-2.76394256225201,8299654,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028869__Cni-C29G2.6",0,0,0,"conserved","no change",-0.385032244028938,-0.852699094569445,0.514725078491482,8303617,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.224792549486446,-0.751646367907495,0.514725078491482,8303617,"V","C. nigoni background","No change","Conserved"
"WBGene00028872__Cnig_chr_V.g18472",0,-1,0,"ambiguous","ambiguous",-6.55405183611592,-5.55630235231047,-0.933904581773015,8310599,"V","C. nigoni background","Ambiguous","Ambiguous",0,-1,0,"ambiguous","ambiguous",-6.51525674763246,-5.58655943781756,-0.933904581773015,8310599,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028877__Cni-tank-1",0,0,0,"conserved","no change",0.573277024312407,0.446869131201485,0.180400648130504,8336629,"V","C. nigoni background","No change","Conserved",0,1,1,"compensatory trans up","overdominant",0.874336423882147,0.681827861808619,0.180400648130504,8336629,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00028878__Cni-F16B3.3",0,1,0,"ambiguous","ambiguous",2.39039985655979,1.08705397172032,1.36121984384905,8362297,"V","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",1.50698473653912,0.137956870547455,1.36121984384905,8362297,"V","C. nigoni background","No change","Conserved"
"WBGene00028879__Cni-F16B3.2",1,0,0,"ambiguous","ambiguous",1.01776581667011,-1.07391295780711,2.14310167044016,8364681,"V","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",1.42029579464795,-0.732372260621709,2.14310167044016,8364681,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028880__Cni-egl-2",0,0,0,"conserved","no change",0.675327598948249,1.4481773809034,-0.712460387945351,8377645,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0212220838626135,0.676534565122276,-0.712460387945351,8377645,"V","C. nigoni background","No change","Conserved"
"WBGene00028881__Cni-angl-1",0,0,1,"ambiguous","ambiguous",0.603835102584246,1.08581742330192,-0.429274003440105,8387629,"V","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",0.0332953221201921,0.450050475051471,-0.429274003440105,8387629,"V","C. nigoni background","No change","Conserved"
"WBGene00028882__Cni-W02H5.8",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.038081867675879,-0.958035768928726,0.970389037094193,8393309,"V","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.347438671107289,-1.32956978272267,0.970389037094193,8393309,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00028883__Cni-W02H5.2",0,0,0,"conserved","no change",0.145598002652946,-0.48244255970211,0.679511495599229,8395543,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.257182522579416,-0.94850117350797,0.679511495599229,8395543,"V","C. nigoni background","No change","Conserved"
"WBGene00028884__Cni-ndx-2",0,-1,0,"ambiguous","ambiguous",-0.811877916884901,-0.32085295681054,-0.436731736344851,8398814,"V","C. nigoni background","Ambiguous","Ambiguous",0,-1,-1,"compensatory trans down","underdominant",-1.50696833671017,-1.07876524039136,-0.436731736344851,8398814,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028885__Cni-W02G9.4",1,1,0,"no effect","C. nigoni dominant",1.23275868066521,0.115211951712655,1.17220493133448,8401250,"V","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",0.998459353263357,-0.185447657138461,1.17220493133448,8401250,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028886__Cni-W02G9.3",0,0,0,"conserved","no change",0.539479747214299,0.273353775877444,0.318015918872429,8406292,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.504419190459183,0.175879053398435,0.318015918872429,8406292,"V","C. nigoni background","No change","Conserved"
"WBGene00028887__Cni-kel-8",1,1,0,"no effect","C. nigoni dominant",2.32239359096491,-0.227801143917477,2.60372804775365,8414066,"V","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.2525175755553,-0.362299848893662,2.60372804775365,8414066,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028888__Cni-Y45G12B.3",0,0,0,"conserved","no change",0.127663310947214,-0.403079395104295,0.578427356909243,8420934,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.241915183984622,-0.349252916402686,0.578427356909243,8420934,"V","C. nigoni background","No change","Conserved"
"WBGene00028889__Cni-Y45G12B.2",0,-1,-1,"compensatory trans down","underdominant",-1.10570503163654,-0.859196082181029,-0.192434806975641,8422895,"V","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-1.16073701880373,-0.979059400020247,-0.192434806975641,8422895,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028890__Cni-nuo-5",0,0,-1,"ambiguous","ambiguous",-0.358445160593523,-0.597623112548455,0.29739014533894,8424468,"V","C. nigoni background","Ambiguous","Ambiguous",0,0,-1,"ambiguous","ambiguous",-0.25593447035858,-0.563236712260571,0.29739014533894,8424468,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028891__Cni-C24B9.3",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.422940752126549,1.24097371982043,-0.763721263484278,8428346,"V","C. nigoni background","Cbr dominant","trans-only",-1,0,0,"ambiguous","ambiguous",-0.13590650810302,0.617195785197252,-0.763721263484278,8428346,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028893__Cnig_chr_V.g18494",0,0,0,"conserved","no change",6.583145027421,3.21781581905656,3.43159851600073,8435239,"V","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",7.14993012410197,3.69819578337988,3.43159851600073,8435239,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028895__Cnig_chr_V.g18497",-1,-1,0,"no effect","C. nigoni dominant",-1.99644586949139,-1.22535780592902,-0.712100134942534,8444825,"V","C. nigoni background","Cni dominant","No change",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.31009920511631,-1.61186662928024,-0.712100134942534,8444825,"V","C. nigoni background","Underdominant","cis-trans"
"WBGene00028899__Cnig_chr_V.g16347",1,1,-1,"C. briggsae partial trans down","additive down",8.74723143329504,-2.08403363956271,10.8766826648413,189935,"V","C. nigoni background","Additive","cis-trans",1,1,-1,"C. briggsae partial trans down","additive down",8.30552568797497,-2.58784954761437,10.8766826648413,189935,"V","C. nigoni background","Additive","cis-trans"
"WBGene00028900__Cni-acr-23",0,0,0,"conserved","no change",1.35487884979987,0.997770781542778,0.399384594977076,8456053,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.335592533371614,-0.0810289167187327,0.399384594977076,8456053,"V","C. nigoni background","No change","Conserved"
"WBGene00028901__Cni-srx-41",0,0,0,"conserved","no change",2.01723045273211,0.518172243102356,1.55921552619783,8472131,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-4.01216694009082,-5.58813063222351,1.55921552619783,8472131,"V","C. nigoni background","No change","Conserved"
"WBGene00028902__Cni-F59B1.2",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.510864010246303,0.955189625940968,-1.41450528982502,8473813,"V","C. nigoni background","Cbr dominant","trans-only",-1,-1,0,"no effect","C. nigoni dominant",-0.819792157960927,0.582958054424698,-1.41450528982502,8473813,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028905__Cnig_chr_V.g18505",0,1,0,"ambiguous","ambiguous",7.70402396230147,4.29883363472102,3.47734227231657,8480559,"V","C. nigoni background","Ambiguous","Ambiguous",0,1,0,"ambiguous","ambiguous",7.10932452621375,3.63012572935833,3.47734227231657,8480559,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028906__Cni-W08A12.3",0,0,0,"conserved","no change",1.15633759096418,1.43010428428666,-0.219993490084786,8496746,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.93051530670992,1.13794513998609,-0.219993490084786,8496746,"V","C. nigoni background","No change","Conserved"
"WBGene00028907__Cni-unc-132",0,0,0,"conserved","no change",-0.700412935960417,-0.221743050803738,-0.426461256715694,8506969,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.378253467390544,0.0372832343021214,-0.426461256715694,8506969,"V","C. nigoni background","No change","Conserved"
"WBGene00028907__Cnig_chr_V.g18509",-1,-1,0,"no effect","C. nigoni dominant",-4.9192444339226,-0.445298680355351,-4.41501829408912,8503503,"V","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-3.91010911611659,0.501749284088483,-4.41501829408912,8503503,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028908__Cni-lin-40",0,0,0,"conserved","no change",0.239107325805707,0.345174779653947,-0.0482125694465413,8511673,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.122160454750593,0.16004516197089,-0.0482125694465413,8511673,"V","C. nigoni background","No change","Conserved"
"WBGene00028909__Cni-T27C4.1",-1,1,1,"C. briggsae partial trans up","overdominant",0.501745789267008,1.3564502019129,-0.797468370046314,8518509,"V","C. nigoni background","Overdominant","cis-trans",-1,0,0,"ambiguous","ambiguous",-0.377753705411057,0.409969252370037,-0.797468370046314,8518509,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028912__Cni-mtm-9",0,0,0,"conserved","no change",-0.186333083847045,0.631008467518338,-0.767995241498219,8535600,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.016582620971757,0.77782199487847,-0.767995241498219,8535600,"V","C. nigoni background","No change","Conserved"
"WBGene00028913__Cni-Y39H10A.6",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.324489731995972,1.5126529692564,-1.7831681683188,8538988,"V","C. nigoni background","Cbr dominant","trans-only",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.177251611444263,1.5929482997261,-1.7831681683188,8538988,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00028916__Cni-C56A3.8",0,-1,-1,"compensatory trans down","underdominant",-1.12205020369953,-0.987985239346798,-0.0753801810926207,8550709,"V","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-1.32820816829961,-1.26346605551079,-0.0753801810926207,8550709,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028919__Cni-cav-2",0,0,0,"conserved","no change",2.28542309634342,1.15458028556932,1.17452820479968,8559632,"V","C. nigoni background","No change","Conserved",0,0,1,"ambiguous","ambiguous",3.0655390092236,1.87924080736827,1.17452820479968,8559632,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028920__Cni-C56A3.6",0,-1,0,"ambiguous","ambiguous",-0.888468530635841,-0.631086503863137,-0.206195563779175,8562417,"V","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-0.404449843795269,-0.208649508828023,-0.206195563779175,8562417,"V","C. nigoni background","No change","Conserved"
"WBGene00028921__Cni-C56A3.5",0,0,0,"conserved","no change",-2.18680123325502,-1.11643070460366,-0.999752862804023,8565489,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.905538672241467,0.0778257275372257,-0.999752862804023,8565489,"V","C. nigoni background","No change","Conserved"
"WBGene00028922__Cni-C56A3.4",0,0,0,"conserved","no change",0.737895091627735,1.22737922581885,-0.435436444313937,8567003,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.84036519724575,1.26066542752705,-0.435436444313937,8567003,"V","C. nigoni background","No change","Conserved"
"WBGene00028923__Cni-frpr-5",0,0,0,"conserved","no change",0.383726600467216,1.33429801159883,-0.903866487844705,8586212,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.917604366957386,1.8013025271233,-0.903866487844705,8586212,"V","C. nigoni background","No change","Conserved"
"WBGene00028924__Cnig_chr_V.g18528",0,0,0,"conserved","no change",-0.0675052208003636,0.471397789363335,-0.484975842311375,8590261,"V","C. nigoni background","No change","Conserved",0,-1,-1,"compensatory trans down","underdominant",-1.23420032621528,-0.760767123056577,-0.484975842311375,8590261,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028925__Cni-R11G10.3",0,0,0,"conserved","no change",-2.80295245151135,-2.87532954175885,0.133055273123038,8591445,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0482029048183566,-0.192461913782885,0.133055273123038,8591445,"V","C. nigoni background","No change","Conserved"
"WBGene00028929__Cnig_chr_V.g18531",-1,-1,0,"no effect","C. nigoni dominant",-3.85276492136197,0.192508632905137,-4.02275552086412,8602617,"V","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-4.19906363898649,-0.176620119798365,-4.02275552086412,8602617,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028930__Cni-eea-1",0,0,0,"conserved","no change",-0.0110098285814532,0.536668594006964,-0.490672456756002,8618034,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.152387018898369,0.326917729172111,-0.490672456756002,8618034,"V","C. nigoni background","No change","Conserved"
"WBGene00028931__Cni-T10G3.3",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.709655830680498,-2.01063110188233,1.35516062638499,8624644,"V","C. nigoni background","Cbr dominant","trans-only",1,0,0,"ambiguous","ambiguous",0.650389569480014,-0.715191385493491,1.35516062638499,8624644,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028933__Cni-T10G3.2",0,0,0,"conserved","no change",3.0885045741921,-1.34194687416973,4.53569795551486,8637626,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",3.5863252370372,-0.945445189020644,4.53569795551486,8637626,"V","C. nigoni background","No change","Conserved"
"WBGene00028934__Cni-T10G3.8",0,0,0,"conserved","no change",2.8445866027509,1.2983725512997,1.62318963214643,8640577,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.415218539193213,-1.21369050282011,1.62318963214643,8640577,"V","C. nigoni background","No change","Conserved"
"WBGene00028935__Cni-T10G3.1",0,1,1,"compensatory trans up","overdominant",2.03762146634348,1.48031642581209,0.611871727571698,8643815,"V","C. nigoni background","Overdominant","Compensatory",0,1,0,"ambiguous","ambiguous",1.2274166764489,0.604501870741208,0.611871727571698,8643815,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028936__Cni-F25H9.6",0,0,0,"conserved","no change",-0.552249327048162,-0.795900709749573,0.293832218324095,8647279,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.359877255854552,0.0556419722454542,0.293832218324095,8647279,"V","C. nigoni background","No change","Conserved"
"WBGene00028936__Cni-F25H9.7",0,-1,-1,"compensatory trans down","underdominant",-1.58502282293227,-1.58718671994242,0.0593788950584434,8646612,"V","C. nigoni background","Underdominant","Compensatory",0,0,0,"conserved","no change",-0.631994612910481,-0.700125561716324,0.0593788950584434,8646612,"V","C. nigoni background","No change","Conserved"
"WBGene00028938__Cni-frm-10",0,1,1,"compensatory trans up","overdominant",1.29213072759034,1.76422144967519,-0.416715514113761,8648503,"V","C. nigoni background","Overdominant","Compensatory",0,1,1,"compensatory trans up","overdominant",1.28278502198796,1.68945767973371,-0.416715514113761,8648503,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00028939__Cni-bath-39",0,0,0,"conserved","no change",1.52354911406597,1.88235765841167,-0.313380232720887,8651481,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.669938396441855,0.965365712814103,-0.313380232720887,8651481,"V","C. nigoni background","No change","Conserved"
"WBGene00028941__Cni-F25H9.2",1,1,0,"no effect","C. nigoni dominant",6.10963142809891,1.91346142369388,4.25324489555323,8653498,"V","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",5.45965770507543,1.19351108984346,4.25324489555323,8653498,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028943__Cni-Y2H9A.4",0,0,0,"conserved","no change",-0.393575635217596,0.986233020614043,-1.34319650082037,8665612,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.667446567204806,0.656452435979204,-1.34319650082037,8665612,"V","C. nigoni background","No change","Conserved"
"WBGene00028946__Cni-mes-4",0,-1,-1,"compensatory trans down","underdominant",-1.66896375461801,-1.33671273453958,-0.270626229777959,8673196,"V","C. nigoni background","Underdominant","Compensatory",0,-1,0,"ambiguous","ambiguous",-0.795881382891022,-0.535886143774907,-0.270626229777959,8673196,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028947__Cni-pck-3",0,-1,-1,"compensatory trans down","underdominant",-1.25789090359087,-1.05121618245333,-0.150463494771264,8676635,"V","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-1.71236559072518,-1.5719800980214,-0.150463494771264,8676635,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028954__Cnig_chr_V.g18556",1,0,0,"ambiguous","ambiguous",5.19743299131416,-1.78263803527532,7.03814829285821,8692019,"V","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",6.68973732464761,-0.365208772513642,7.03814829285821,8692019,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028957__Cnig_chr_V.g18560",0,0,0,"conserved","no change",3.77969861795181,2.82956391192932,0.986361746081323,8702613,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",2.02349829885726,1.02182861207739,0.986361746081323,8702613,"V","C. nigoni background","No change","Conserved"
"WBGene00028958__Cnig_chr_V.g18561",0,0,0,"conserved","no change",-1.25243304143298,-2.76783029280493,1.56670127025086,8706368,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.11049310962258,-0.463768161858697,1.56670127025086,8706368,"V","C. nigoni background","No change","Conserved"
"WBGene00028959__Cnig_chr_V.g18562",0,0,0,"conserved","no change",0.161063292413249,-0.26371843254199,0.478847744536921,8707627,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.0718354154551314,-0.417546918963394,0.478847744536921,8707627,"V","C. nigoni background","No change","Conserved"
"WBGene00028961__Cni-somi-1",-1,0,0,"ambiguous","ambiguous",0.0423683459731548,1.39587575207559,-1.29974227221044,8723012,"V","C. nigoni background","Ambiguous","Ambiguous",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.215048267560069,1.50305434035357,-1.29974227221044,8723012,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00028962__Cnig_chr_V.g18565",0,0,0,"conserved","no change",2.08010695958683,-0.161546530031934,2.30073420499568,8730017,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.12149726895754,-1.18836905450652,2.30073420499568,8730017,"V","C. nigoni background","No change","Conserved"
"WBGene00028963__Cni-cpz-2",1,1,0,"no effect","C. nigoni dominant",1.75114859691559,-0.5056368206384,2.31253039504219,8732917,"V","C. nigoni background","Cni dominant","No change",1,1,-1,"C. briggsae partial trans down","additive down",1.54851681956534,-0.774382893328953,2.31253039504219,8732917,"V","C. nigoni background","Additive","cis-trans"
"WBGene00028964__Cni-tag-260",0,0,0,"conserved","no change",0.509541027735488,1.08455929136992,-0.520819133673548,8743599,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.307912539151124,0.202362418246925,-0.520819133673548,8743599,"V","C. nigoni background","No change","Conserved"
